Description	NES_A549	NES_Calu-3	NES_HepG2	NES_U937	p.adjust_A549	p.adjust_Calu-3	p.adjust_HepG2	p.adjust_U937
maintenance of protein localization in endoplasmic reticulum	1.72756204935125	1.69859272268899	NA	NA	0.0292574059135137	0.0217390758436806	NA	NA
protein insertion into mitochondrial inner membrane	1.72544672336884	1.65741230981543	NA	NA	0.0292574059135137	0.0265552624551807	NA	NA
skeletal system morphogenesis	1.38472810238467	2.48523947222119	-1.89975512672436	1.37492674893174	0.0292574059135137	6.64354322305229e-10	2.52580784864761e-05	0.033319966285825
positive regulation of mitochondrial translation	1.73471848296811	NA	NA	NA	0.0292811187563771	NA	NA	NA
negative regulation of homotypic cell-cell adhesion	1.77903246276368	1.79154909334773	NA	NA	0.0293239508894116	0.0102061968921051	NA	NA
positive regulation of smooth muscle cell proliferation	1.46860665583058	2.30256095598593	-1.55079254360197	1.54669073222263	0.0293787272967571	7.87846412134852e-07	0.0415246535711146	0.0197412147755243
regulation of animal organ morphogenesis	1.49348639782684	2.08787542512331	-1.78442353849723	NA	0.0294240795363976	4.28122556095735e-05	0.00456887715290485	NA
dendritic spine development	1.4428171883893	2.4673735577853	NA	2.13353999113134	0.0295209203395909	1.90700488559713e-09	NA	8.54292023926354e-07
regulation of calcium ion transmembrane transport	1.42715713646314	1.82763481361779	NA	1.6344787413504	0.0295271456687499	0.000166926590205134	NA	0.00109754508561192
protein localization to endoplasmic reticulum	1.49348576091686	1.87154997178315	-1.58030864123062	1.59101525243063	0.0295492186400823	0.000737456246882441	0.0205053166453029	0.0135763893178148
mitochondrial DNA replication	1.72400554195796	NA	NA	NA	0.0295903549829719	NA	NA	NA
positive regulation of B cell proliferation	1.62657364034161	1.82508560838019	NA	1.54463179016796	0.0295921537198883	0.00751822485273711	NA	0.0247316080975355
glial cell apoptotic process	1.72515603143098	2.02061347702223	NA	NA	0.0296179642412438	0.00141071110129681	NA	NA
adaptive thermogenesis	1.42459740175184	2.46499122746556	NA	1.71016046436669	0.0296179642412438	6.64354322305229e-10	NA	0.000573586909516023
cellular response to UV-B	1.77663498513065	1.78915485010187	NA	NA	0.0296481148762387	0.0105490311708306	NA	NA
regulation of superoxide anion generation	1.6455725272945	2.15500388879599	-1.63106397967569	1.59263148892672	0.0297494402085512	0.000163419819167911	0.0275348821515588	0.0406243090370745
neutrophil chemotaxis	1.4505667403762	1.90070029836866	NA	1.57972824814042	0.0297494402085512	0.000541428677776281	NA	0.0212080272454232
cardioblast differentiation	1.69553254392174	NA	NA	NA	0.0297700546850361	NA	NA	NA
miRNA transcription	1.48344522852721	2.57722702935496	-1.9274186719547	1.88962631152859	0.0298379389290574	1.30282069708984e-09	0.000289393089487785	0.000229971317881317
negative regulation of steroid biosynthetic process	1.61756761797367	1.95676671717893	NA	NA	0.0298515947739445	0.00242954447456208	NA	NA
protoporphyrinogen IX metabolic process	1.77478876117315	NA	NA	NA	0.02987196553546	NA	NA	NA
extracellular regulation of signal transduction	1.77359366832831	NA	NA	NA	0.02987196553546	NA	NA	NA
extracellular negative regulation of signal transduction	1.77359366832831	NA	NA	NA	0.02987196553546	NA	NA	NA
calcium ion transmembrane transport	1.30949882794606	1.9215885202309	-1.60809985378303	1.5189757879407	0.0299191238330122	4.37519465495739e-07	0.000850381257286113	0.00116743895491398
negative regulation of long-term synaptic potentiation	1.77460511240829	NA	NA	NA	0.0299698857376083	NA	NA	NA
oocyte differentiation	1.5713954417382	NA	NA	NA	0.0301338351806862	NA	NA	NA
mitochondrial DNA metabolic process	1.70718280456184	1.6447102573866	NA	NA	0.0302949903486825	0.0246406250193807	NA	NA
p38MAPK cascade	1.58398018506512	2.45603027984521	NA	1.50124360604389	0.0303199974505734	7.30317708575403e-08	NA	0.031822505854674
chondroitin sulfate biosynthetic process	1.7273561079488	2.2323805808152	-1.76559303888928	NA	0.0303228312185538	5.44550434101984e-05	0.010209888371114	NA
cellular response to low-density lipoprotein particle stimulus	1.65040180890389	1.71618162050955	NA	NA	0.030360533515602	0.0157736546907539	NA	NA
somatic stem cell population maintenance	1.52479665773684	1.80412580397809	NA	1.68407301186087	0.0303916561308586	0.00239312819441821	NA	0.00535638017604071
internal protein amino acid acetylation	1.83349582259619	1.6575560869829	NA	1.62486183150927	0.030541445477661	0.0314832029716936	NA	0.0209597852777948
growth hormone receptor signaling pathway via JAK-STAT	1.83282331109214	1.78240031253973	NA	NA	0.030541445477661	0.011530522572776	NA	NA
regulation of autophagosome assembly	1.598733633747	2.10914233493816	-1.62206359202049	1.5351012773628	0.030541445477661	5.90318921736566e-05	0.0290703369745004	0.028399090467705
L-amino acid metabolic process	1.36797233666282	2.06536948887142	NA	NA	0.0306421267087317	5.74131734763635e-07	NA	NA
negative regulation of Rho protein signal transduction	1.64206771278251	NA	NA	1.99425687054467	0.0309517210095265	NA	NA	0.000529713749467015
negative regulation of DNA binding	1.73133591574191	1.56911759020386	NA	NA	0.0310593075070587	0.0356156969584331	NA	NA
oocyte development	1.54650442484756	NA	NA	NA	0.0310593075070587	NA	NA	NA
positive regulation of viral entry into host cell	1.77003987050967	1.92560597076372	NA	NA	0.0310685610387899	0.00309968434730539	NA	NA
positive regulation by symbiont of entry into host	1.77003987050967	1.92560597076372	NA	NA	0.0310685610387899	0.00309968434730539	NA	NA
very long-chain fatty acid biosynthetic process	1.76905161247167	1.64593406376937	NA	NA	0.0310685610387899	0.0263955047467594	NA	NA
respiratory burst involved in defense response	1.76687121567546	NA	-1.74423871301785	NA	0.0310685610387899	NA	0.0145721980434068	NA
leukocyte apoptotic process	1.45182215188185	2.24816289791431	-1.83900424911405	1.59796009122222	0.0311129601867465	2.19843179100436e-07	0.00077606394652335	0.0060998903537937
developmental pigmentation	1.54872739825737	NA	NA	1.52551685207122	0.0312553578964827	NA	NA	0.0315184806247924
response to sterol depletion	1.67147152579759	1.95934895136048	NA	NA	0.0312872133277597	0.00267572190688633	NA	NA
SRP-dependent cotranslational protein targeting to membrane	-1.6427743648699	-1.6357829668687	NA	NA	0.0312895180891519	0.031130140481596	NA	NA
angiogenesis involved in wound healing	1.6634374616588	2.03333686848593	NA	NA	0.0313280646081329	0.000871506438484277	NA	NA
axon regeneration	1.59976195945849	2.13078175309181	-1.96645258258827	1.83595159195781	0.0313280646081329	0.000124789080682575	0.000647225580329393	0.0010778542426354
negative regulation of release of sequestered calcium ion into cytosol	1.82434954977525	NA	NA	NA	0.0316190783516914	NA	NA	NA
natural killer cell differentiation	1.71225875800772	NA	NA	NA	0.0316190783516914	NA	NA	NA
negative regulation of viral entry into host cell	1.63304777262365	2.14945936613764	NA	NA	0.031698676912732	0.00018027777148531	NA	NA
regulation of cholesterol biosynthetic process	1.63144364790267	1.92846210002348	NA	1.59753280783384	0.031698676912732	0.00320382593378997	NA	0.0265862328616583
regulation of sterol biosynthetic process	1.63144364790267	1.92846210002348	NA	1.59753280783384	0.031698676912732	0.00320382593378997	NA	0.0265862328616583
UMP biosynthetic process	1.82173903050463	NA	NA	NA	0.03197938340182	NA	NA	NA
purine nucleotide salvage	1.82014990869641	1.6930983956254	NA	NA	0.03197938340182	0.0240686530828056	NA	NA
negative regulation of transcription by RNA polymerase I	1.76804151937636	1.86097256096843	NA	NA	0.0319887026054934	0.00543508113245321	NA	NA
cellular response to metal ion	1.40109250436377	1.79697417685044	NA	1.39218352491841	0.0321294965932252	0.000145062436124386	NA	0.0335988188333076
pinocytosis	1.70303842014157	NA	NA	1.57083990685967	0.0322388933521279	NA	NA	0.0461090241812467
tetrahydrofolate metabolic process	1.66579462575288	NA	NA	NA	0.0324402537753082	NA	NA	NA
regulation of fatty acid transport	1.64215193816834	1.94658158115348	NA	NA	0.0324402537753082	0.00331497074757548	NA	NA
negative regulation of regulated secretory pathway	1.7040991709182	NA	NA	1.59645864993205	0.0326732928695487	NA	NA	0.0386164038945391
muscle cell migration	1.43815849890023	2.49610454605624	-1.69624428853779	1.69116091311981	0.0327642939286312	1.07493135342386e-08	0.00544496651058507	0.00321155649761752
telomere maintenance via recombination	1.68304951343714	NA	NA	NA	0.032923302970949	NA	NA	NA
postsynaptic signal transduction	1.55749211985635	1.85417294997228	NA	NA	0.0329294865851075	0.00286958813312584	NA	NA
modification of postsynaptic actin cytoskeleton	1.70990178401896	NA	NA	NA	0.0330024968985411	NA	NA	NA
positive regulation of synaptic transmission	1.42654664027369	1.95283925905977	NA	1.38486710917071	0.0330375043477381	1.90634115382934e-05	NA	0.039362746366855
regulation of attachment of mitotic spindle microtubules to kinetochore	1.81637812541409	NA	NA	NA	0.0330764698969329	NA	NA	NA
GTP biosynthetic process	1.81560860738296	NA	NA	NA	0.0330764698969329	NA	NA	NA
response to misfolded protein	1.69204644297401	1.7003329825213	-1.59027864381121	NA	0.033193338456425	0.0133831596112845	0.0441764853221638	NA
fatty acid derivative metabolic process	1.50033873256927	2.07603000498389	NA	1.52228708622403	0.033193338456425	9.51610951847581e-05	NA	0.027357458207973
ceramide biosynthetic process	1.49806531551738	2.28274952806091	NA	NA	0.033193338456425	1.04260006796436e-06	NA	NA
regulation of smooth muscle cell apoptotic process	1.66106591335684	NA	NA	NA	0.0332561529213848	NA	NA	NA
muscle organ morphogenesis	1.48095027095474	1.87034375464721	NA	1.56762182136834	0.0332903148297353	0.00121947613608523	NA	0.0239701123419069
endoplasmic reticulum calcium ion homeostasis	1.71965427052663	2.03961455071541	-1.71770320680543	NA	0.0334151334057876	0.000658220086762203	0.0141031134210671	NA
muscle tissue morphogenesis	1.50722045301736	1.85481252036738	NA	1.49138085367586	0.0335022891809634	0.0016226908681086	NA	0.0496862094182696
epithelium migration	1.47525299261176	2.14629588623294	-1.59522409418446	1.67099346022927	0.0335022891809634	7.5487686101994e-06	0.0144433049392178	0.0042016956392144
positive regulation of stem cell differentiation	1.66494593738832	1.78249171028242	-1.70592151894221	NA	0.0335564323934961	0.0137089430992966	0.025393132914388	NA
regulation of epidermal cell differentiation	1.58665936922847	2.21164486584551	NA	1.82340870096847	0.0335766556119809	2.36644119204532e-05	NA	0.00117087796432887
positive regulation of cell-substrate junction organization	1.6368153205861	2.153793639625	NA	NA	0.0336392624686674	0.00017582263495247	NA	NA
positive regulation of gluconeogenesis	1.70187330283553	2.01945108288503	NA	NA	0.0337791561175459	0.00129204586651458	NA	NA
homologous chromosome segregation	1.54393295372026	-1.602424873656	NA	NA	0.0337791561175459	0.030230384086061	NA	NA
regulation of inflammatory response to antigenic stimulus	1.61506121132503	1.68093632535138	NA	NA	0.0340401093511807	0.0099555003426093	NA	NA
regulation of oxidoreductase activity	1.55697634843134	1.57988206493732	NA	1.6358454136255	0.0340849047810343	0.0169254752311516	NA	0.011845986688882
amino acid biosynthetic process	1.47052283109813	2.2229179506425	NA	NA	0.0342841409205598	4.19610839961041e-06	NA	NA
erythrocyte maturation	1.68603766576397	1.88678585404415	NA	NA	0.0343520398076037	0.00506854888973506	NA	NA
negative regulation of epithelial cell proliferation	1.45861669235208	2.12403789638011	NA	1.4917596319286	0.0343520398076037	1.68825617983685e-06	NA	0.0203495124815831
regulation of ruffle assembly	1.65298655099801	1.93138665098591	-1.81502720522049	1.50657414398833	0.0344447766406968	0.00212977944604264	0.00607436166813868	0.0384203926684609
tRNA splicing, via endonucleolytic cleavage and ligation	1.70220857853984	NA	NA	NA	0.0344780578758062	NA	NA	NA
positive regulation of T cell proliferation	1.4597658901546	2.10461353174613	-1.54897681661026	1.51547699567751	0.0345058845819327	1.75135303360743e-05	0.0306839675988462	0.020243223845384
glutathione metabolic process	1.54099536864714	1.67526148683113	NA	NA	0.0345972850576204	0.0114589385289739	NA	NA
pigment metabolic process	1.47892079428192	1.65090160262797	NA	NA	0.0345972850576204	0.00631762584777913	NA	NA
vesicle tethering	1.53958806687979	1.74631253953896	NA	1.54509936802874	0.0346496328036986	0.00946810252328298	NA	0.0285805675088568
cellular response to prostaglandin stimulus	1.68209695790477	1.8249696658115	NA	NA	0.0347035191992216	0.00546258708081453	NA	NA
regulation of amide metabolic process	1.5051924681027	2.14869234163729	NA	1.59039388516763	0.0347035191992216	1.71860804579475e-05	NA	0.0198540465378209
response to lipoprotein particle	1.65241727801123	1.72406128288451	NA	NA	0.0347134330025652	0.0111520646158406	NA	NA
regulation of steroid metabolic process	1.49207148367259	1.94943526047236	NA	NA	0.0347176234100235	8.27470530876026e-05	NA	NA
mitotic recombination	1.59199937851667	NA	NA	1.7640348664779	0.0347225157196326	NA	NA	0.00528818691629854
regulation of Golgi organization	1.66767889032744	1.61608536285864	NA	NA	0.0347414949547605	0.0312543495536012	NA	NA
interleukin-1-mediated signaling pathway	1.65373789339235	1.70589182836387	NA	NA	0.0348459712702779	0.020586271162221	NA	NA
negative regulation of telomere maintenance via telomerase	1.68692294428908	NA	NA	1.62339810960911	0.0349052138156831	NA	NA	0.0281014926369047
proteasome assembly	1.6753463516944	NA	NA	NA	0.0351123784618452	NA	NA	NA
SREBP signaling pathway	1.67335991872202	1.82191102628624	NA	NA	0.0351123784618452	0.00760084118088663	NA	NA
response to platelet-derived growth factor	1.59050306079596	1.85788759514121	NA	NA	0.0351128269756154	0.00510283552190069	NA	NA
cellular response to platelet-derived growth factor stimulus	1.68331634097488	1.85060413911661	NA	NA	0.035304872071716	0.00445614603926455	NA	NA
vasculogenesis	1.47178312733201	2.00359057568701	-2.04851679766685	1.74119774205455	0.0353603484952074	0.000139906433936178	6.48847825289473e-05	0.00243834264655675
innate immune response in mucosa	-1.64702859126942	-2.15534662035569	NA	NA	0.0355024582378071	0.000322962013903049	NA	NA
positive regulation of oxidoreductase activity	1.64618381257908	NA	NA	NA	0.0355309961142319	NA	NA	NA
male meiosis I	1.61614118467926	NA	NA	NA	0.0356777526086602	NA	NA	NA
bone resorption	1.56208124626521	1.64756238111119	-1.76831323056454	1.82906977065901	0.0356831005521028	0.0104838594629708	0.00867634761356715	0.00111545384893255
positive regulation of oligodendrocyte differentiation	1.59164671788292	1.76309906683792	NA	1.54514226140459	0.0357143050216101	0.00679639817729679	NA	0.0400644742183457
regulation of morphogenesis of an epithelium	1.54290295283525	1.97477104202947	-1.8948712004074	NA	0.0359017969387051	0.000225914891782945	0.0024408644750958	NA
negative regulation of gene expression via chromosomal CpG island methylation	1.66371065107691	NA	NA	1.72035270748177	0.0359056190358107	NA	NA	0.0124594164957534
cellular response to corticosteroid stimulus	1.58606233486237	2.34294121361675	NA	NA	0.0359994109466264	1.2014868885856e-06	NA	NA
response to vitamin	1.45486456296973	1.90708698571676	NA	1.74731446984397	0.0361151428542337	0.000345767092738117	NA	0.00123178747711686
neurotransmitter receptor transport to postsynaptic membrane	1.66105318887118	NA	NA	NA	0.0363059174574712	NA	NA	NA
embryonic skeletal system morphogenesis	1.46661144469313	2.31736778435415	-1.54587044273867	NA	0.0363059174574712	5.77092450976189e-07	0.0436760493289515	NA
mRNA transcription by RNA polymerase II	1.57592902189128	2.03259951707946	NA	1.89855265577617	0.0364017499627235	0.000253299779262645	NA	0.000284193105463838
sno(s)RNA 3'-end processing	1.74017961524024	NA	NA	NA	0.0364663973732931	NA	NA	NA
regulation of protein sumoylation	1.67895475416479	NA	NA	NA	0.0364663973732931	NA	NA	NA
